2021-10-02 22:01:44.143 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 03 VISUAL APPROACH 18 RIGHT, cabin: true
2021-10-02 23:03:09.183 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 4425 YOU, cabin: true
2021-10-02 23:03:10.418 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 10, cabin: true
2021-10-02 23:03:26.078 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 22 DESCEND AND MAINTAIN 3000 TURN RIGHT HEADING 150 JUST LOCALIZER AND 177, cabin: true
2021-10-02 23:03:36.829 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: SKYWEST 3667 YOUR OVER KEY CLEARED ILS RUNWAY 177, cabin: true
2021-10-02 23:03:41.290 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 2425 DESCEND AND MAIN, cabin: true
2021-10-02 23:03:42.462 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 4000, cabin: true
2021-10-02 23:04:04.833 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 2445 TURN RIGHT HEADING 110, cabin: true
2021-10-02 23:04:17.134 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 22 3 MILES FROM CRAFT HEADING 3000 CLEARED ILS RUNWAY 170, cabin: true
2021-10-02 23:04:17.435 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ROGER, cabin: true
2021-10-02 23:04:32.618 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: SKYWEST 36 DESCEND MAINTAIN 170 KNOTS TO RIPIT CONTACT THE TOWER NOW 126.5, cabin: true
2021-10-02 23:04:39.037 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 2425 REDUCE SPEED TO 1 9 0, cabin: true
2021-10-02 23:04:52.603 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 1369 7 HEADING 150 JOIN THE LOCALIZER AND TRACK OVER CENTER, cabin: true
2021-10-02 23:04:52.828 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: THANK YOU, cabin: true
2021-10-02 23:05:02.379 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1720 TURN RIGHT HEADING 140 DESCEND AND MAINTAIN 4000, cabin: true
2021-10-02 23:05:08.876 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 10.2 MAINTAIN 170 KNOTS 22, cabin: true
2021-10-02 23:05:11.533 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: OKAY FOR THE TOWER NOW 126.5, cabin: true
2021-10-02 23:05:44.841 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 2425 3 MILES FROM 6, cabin: true
2021-10-02 23:05:47.721 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AND ABOUT TO 3000 CLEARED ILS RUNWAY 1, cabin: true
2021-10-02 23:05:49.352 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 90, cabin: true
2021-10-02 23:06:01.837 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 78 REDUCE SPEED TO 1 9 0, cabin: true
2021-10-02 23:06:19.972 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 457 REGIONAL APPROACH RUNWAY 170, cabin: true
2021-10-02 23:06:40.342 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: HEAVY, cabin: true
2021-10-02 23:06:42.737 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: WIND 150 JOIN THE LOCALIZER, cabin: true
2021-10-02 23:06:44.331 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: MAINTAIN 3000, cabin: true
2021-10-02 23:07:07.573 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: FLIGHT 2136 TURN TO 1 0 0, cabin: true
2021-10-02 23:07:18.694 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: WATERSKI 4425 MAINTAIN 170 KNOTS 65 CONTACT YOU HAVE THE TOWER NOW 126.5, cabin: true
2021-10-02 23:07:25.631 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1783, cabin: true
2021-10-02 23:07:28.643 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: TRAFFIC AT 3000 CLEARED, cabin: true
2021-10-02 23:07:30.534 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 190, cabin: true
2021-10-02 23:08:47.644 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: FEDEX 2136 DESCEND AND MAINTAIN 4000, cabin: true
2021-10-02 23:08:57.626 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 17 06170 KNOTS YOU YOU CAN TAXI OUT TO THE TOWER NOW 126.5, cabin: true
2021-10-02 23:09:33.006 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ARCHER 251 REGIONAL APPROACH ROGER, cabin: true
2021-10-02 23:09:50.200 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 2136 TURN 36508090, cabin: true
2021-10-02 23:09:50.569 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 63, cabin: true
2021-10-02 23:10:21.355 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1035 REGIONAL APPROACH ROGER, cabin: true
2021-10-02 23:10:28.223 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 2166 SPEED TO 1 9 0, cabin: true
2021-10-02 23:11:01.898 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1661 MAINTAIN FLIGHT, cabin: true
2021-10-02 23:11:08.163 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: CARE 21 06, cabin: true
2021-10-02 23:11:10.063 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 3000, cabin: true
2021-10-02 23:11:12.982 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: DEPARTURE CLEARED TO 1 71 7 CENTER, cabin: true
2021-10-02 23:11:23.663 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: CARE 2190 REDUCE SPEED TO 1, cabin: true
2021-10-02 23:12:04.848 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: ALL RIGHT 2136 470, cabin: true
2021-10-02 23:12:06.794 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: TAXI 42 1, cabin: true
2021-10-02 23:12:08.324 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: POINT 6, cabin: true
2021-10-02 23:12:19.806 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1351 DESCEND AND MAINTAIN 4000, cabin: true
2021-10-02 23:12:35.638 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 965 7 MAINTAIN 7000, cabin: true
2021-10-02 23:13:11.310 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1361 DESCEND MAINTAIN 3000 REDUCE SPEED TO 1 9 0 0, cabin: true
2021-10-02 23:13:20.221 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 539 TURN 10 DEGREES LEFT, cabin: true
2021-10-02 23:13:49.759 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1351 TURN RIGHT HEADING 160 LOCALIZER RUNWAY 170, cabin: true
2021-10-02 23:13:56.570 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 96 5 CLIMB MAINTAIN 6000, cabin: true
2021-10-02 23:14:19.538 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1361 1 MILES AND MAINTAIN 3000 TILL ESTABLISHED LOCALIZER CLEARED ILS RUNWAY, cabin: true
2021-10-02 23:14:19.860 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AND APPROACH, cabin: true
2021-10-02 23:14:34.214 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 975, cabin: true
2021-10-02 23:14:36.130 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 190 TURN LEFT, cabin: true
2021-10-02 23:14:55.922 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 1361 170 KNOTS, cabin: true
2021-10-02 23:14:57.736 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: CONTACT TOWER 1, cabin: true
2021-10-02 23:14:58.449 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: POINT 55, cabin: true
2021-10-02 23:15:11.332 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: CIRRUS 935 DESCEND AND MAINTAIN 4000, cabin: true
2021-10-02 23:15:25.688 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN AFTER DEPARTURE MAINTAIN 3000 NOW, cabin: true
2021-10-02 23:15:48.339 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 935 FLY HEADING 200 10 MILES FROM 6, cabin: true
2021-10-02 23:15:50.492 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 3000 TILL TUFFO 40 CLEARED ILS RUNWAY, cabin: true
2021-10-02 23:16:10.598 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: BIZEX 563 AFFIRMATIVE, cabin: true
2021-10-02 23:17:11.456 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 505 MAINTAIN 170 KNOTS TODAY CONTACT YOU HAVE PAPA, cabin: true
2021-10-02 23:17:12.256 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 6.55 GOOD DAY, cabin: true
2021-10-02 23:17:40.539 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: DELTA 9963 TURN 10 DEGREES RIGHT, cabin: true
2021-10-02 23:18:11.958 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 963 DESCEND AND MAINTAIN 4000, cabin: true
2021-10-02 23:19:06.230 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: GROUND UNITED 63 DESCEND AND MAINTAIN YOUR AT 3000 TURN RIGHT HEADING 150 JOIN THE LOCALIZER RUNWAY 1, cabin: true
2021-10-02 23:19:12.610 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 40 AND YOU CONTACT TOWER, cabin: true
2021-10-02 23:19:13.881 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: 2.55 GOOD DAY, cabin: true
2021-10-02 23:19:42.433 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 163 TURN 10 DEGREES RIGHT, cabin: true
2021-10-02 23:20:13.886 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: AMERICAN 996 DESCEND AND MAINTAIN 4000, cabin: true
2021-10-02 23:21:08.155 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: DELTA 9963 DESCEND AND MAINTAIN 3000 TURN RIGHT HEADING 150 JUST LOCALIZER RUNWAY 17, cabin: true
2021-10-02 23:22:00.101 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: DELTA 963 YOUR ROUTE FROM THE FREQ MAINTAIN 3000 TILL ESTABLISHED LOCALIZER CLEARED ILS 34 7, cabin: true
2021-10-02 23:23:48.476 -07:00 | Debug   | 0094FC64 | TranscriptionService.swift:302 - Transcription: DELTA 9963 170 KNOTS OR GREATER UNTIL YOU YOU CONTACT HOUSTON TOWER 126.5, cabin: true
